Codice Articolo Fornitore2222;Unita di Misura;Prezzo;Data Inizio Validita;Sconto 1;Sconto 2;Sconto 3;Sconto 4;Sconto 5;Sconto 6
36574;Pz;0,99;10/06/23;;;;;;
36576;Pz;1,27;10/06/23;;;;;;
37517;Pz;0,472;10/06/23;;;;;;
52370;Pz;0,092;10/06/23;;;;;;
52371;Pz;0,118;10/06/23;;;;;;
52372;Pz;0,372;10/06/23;;;;;;
52373;Pz;0,54;10/06/23;;;;;;
52374;Pz;0,63;10/06/23;;;;;;
80845;Pz;0,121;10/06/23;;;;;;
80956;Pz;0,209;10/06/23;;;;;;
80961;Pz;0,444;10/06/23;;;;;;
80964;Pz;0,53;10/06/23;;;;;;
80966;Pz;0,69;10/06/23;;;;;;
80967;Pz;0,79;10/06/23;;;;;;
80977;Pz;1,62;10/06/23;;;;;;
80978;Pz;1,91;10/06/23;;;;;;
80980;Pz;1,98;10/06/23;;;;;;
80984;Pz;2,15;10/06/23;;;;;;
13421;Pz;0,499;10/06/23;;;;;;
13426;Pz;0,0257;10/06/23;;;;;;
13428;Pz;0,0299;10/06/23;;;;;;
13430;Pz;0,0341;10/06/23;;;;;;
13431;Pz;0,0481;10/06/23;;;;;;
13433;Pz;0,078;10/06/23;;;;;;
13442;Pz;0,098;10/06/23;;;;;;
13443;Pz;0,12;10/06/23;;;;;;
13469;Pz;0,303;10/06/23;;;;;;
13470;Pz;0,359;10/06/23;;;;;;
13472;Pz;0,6;10/06/23;;;;;;
13473;Pz;0,196;10/06/23;;;;;;
13477;Pz;0,306;10/06/23;;;;;;
13479;Pz;0,337;10/06/23;;;;;;
13480;Pz;0,376;10/06/23;;;;;;
13485;Pz;0,239;10/06/23;;;;;;
13490;Pz;0,35;10/06/23;;;;;;
13501;Pz;0,75;10/06/23;;;;;;
13506;Pz;0,499;10/06/23;;;;;;
13512;Pz;1,4;10/06/23;;;;;;
75209;CZ;2,53;10/06/23;;;;;;
75210;CZ;2,36;10/06/23;;;;;;
75211;CZ;2,39;10/06/23;;;;;;
75212;CZ;2,55;10/06/23;;;;;;
75213;CZ;2,67;10/06/23;;;;;;
75214;CZ;2,58;10/06/23;;;;;;
75215;CZ;2,43;10/06/23;;;;;;
75216;CZ;2,38;10/06/23;;;;;;
75217;CZ;2,58;10/06/23;;;;;;
75218;CZ;2,98;10/06/23;;;;;;
75219;CZ;3,16;10/06/23;;;;;;
75220;CZ;3,52;10/06/23;;;;;;
75221;CZ;3,75;10/06/23;;;;;;
75222;CZ;4,95;10/06/23;;;;;;
75223;CZ;2,26;10/06/23;;;;;;
75224;CZ;2,42;10/06/23;;;;;;
75225;CZ;2,77;10/06/23;;;;;;
75226;CZ;2,92;10/06/23;;;;;;
75227;CZ;3,25;10/06/23;;;;;;
75228;CZ;3,6;10/06/23;;;;;;
75229;CZ;4;10/06/23;;;;;;
75230;CZ;2,89;10/06/23;;;;;;
75231;CZ;3,37;10/06/23;;;;;;
75232;CZ;2,06;10/06/23;;;;;;
75233;CZ;2,15;10/06/23;;;;;;
75234;CZ;2,21;10/06/23;;;;;;
75235;CZ;2,59;10/06/23;;;;;;
75236;CZ;2,75;10/06/23;;;;;;
75237;CZ;2,97;10/06/23;;;;;;
75238;CZ;3,61;10/06/23;;;;;;
75239;CZ;4,48;10/06/23;;;;;;
8247;Pz;0,0451;10/06/23;;;;;;
8248;Pz;0,323;10/06/23;;;;;;
8249;Pz;0,36;10/06/23;;;;;;
13209;Pz;0,0311;10/06/23;;;;;;
13210;Pz;0,0342;10/06/23;;;;;;
13211;Pz;0,036;10/06/23;;;;;;
13212;Pz;0,0403;10/06/23;;;;;;
13213;Pz;0,0427;10/06/23;;;;;;
13214;Pz;0,0494;10/06/23;;;;;;
13215;Pz;0,057;10/06/23;;;;;;
13216;Pz;0,061;10/06/23;;;;;;
13219;Pz;0,0468;10/06/23;;;;;;
13220;Pz;0,0494;10/06/23;;;;;;
13221;Pz;0,054;10/06/23;;;;;;
13222;Pz;0,058;10/06/23;;;;;;
13223;Pz;0,066;10/06/23;;;;;;
13224;Pz;0,075;10/06/23;;;;;;
13225;Pz;0,084;10/06/23;;;;;;
13226;Pz;0,092;10/06/23;;;;;;
13227;Pz;0,105;10/06/23;;;;;;
13228;Pz;0,115;10/06/23;;;;;;
13231;Pz;0,094;10/06/23;;;;;;
13232;Pz;0,102;10/06/23;;;;;;
13233;Pz;0,106;10/06/23;;;;;;
13234;Pz;0,12;10/06/23;;;;;;
13235;Pz;0,136;10/06/23;;;;;;
13236;Pz;0,145;10/06/23;;;;;;
13237;Pz;0,158;10/06/23;;;;;;
13238;Pz;0,179;10/06/23;;;;;;
13239;Pz;0,19;10/06/23;;;;;;
13240;Pz;0,214;10/06/23;;;;;;
13241;Pz;0,242;10/06/23;;;;;;
13242;Pz;0,278;10/06/23;;;;;;
13243;Pz;0,155;10/06/23;;;;;;
13244;Pz;0,17;10/06/23;;;;;;
13245;Pz;0,189;10/06/23;;;;;;
13246;Pz;0,204;10/06/23;;;;;;
13247;Pz;0,225;10/06/23;;;;;;
13248;Pz;0,249;10/06/23;;;;;;
13249;Pz;0,277;10/06/23;;;;;;
13250;Pz;0,298;10/06/23;;;;;;
13251;Pz;0,348;10/06/23;;;;;;
13252;Pz;0,39;10/06/23;;;;;;
13253;Pz;0,428;10/06/23;;;;;;
13255;Pz;0,57;10/06/23;;;;;;
13257;Pz;0,72;10/06/23;;;;;;
13259;Pz;0,34;10/06/23;;;;;;
13260;Pz;0,378;10/06/23;;;;;;
13261;Pz;0,41;10/06/23;;;;;;
13262;Pz;0,474;10/06/23;;;;;;
13263;Pz;0,55;10/06/23;;;;;;
13264;Pz;0,6;10/06/23;;;;;;
13265;Pz;0,67;10/06/23;;;;;;
21286;Pz;0,141;10/06/23;;;;;;
31967;Pz;0,53;10/06/23;;;;;;
31968;Pz;0,79;10/06/23;;;;;;
31969;Pz;0,88;10/06/23;;;;;;
37310;Pz;0,65;10/06/23;;;;;;
37311;Pz;0,89;10/06/23;;;;;;
40103;Pz;0,063;10/06/23;;;;;;
50850;Pz;0,0433;10/06/23;;;;;;
50851;Pz;0,084;10/06/23;;;;;;
50852;Pz;0,089;10/06/23;;;;;;
80847;Pz;0,0317;10/06/23;;;;;;
61673;CZ;3,15;10/06/23;;;;;;
61674;CZ;3,29;10/06/23;;;;;;
61675;CZ;3,35;10/06/23;;;;;;
75240;CZ;1,85;10/06/23;;;;;;
75241;CZ;1,92;10/06/23;;;;;;
75242;CZ;1,97;10/06/23;;;;;;
75243;CZ;2,08;10/06/23;;;;;;
75244;CZ;2,16;10/06/23;;;;;;
75245;CZ;2,33;10/06/23;;;;;;
75246;CZ;2,52;10/06/23;;;;;;
75247;CZ;2,15;10/06/23;;;;;;
75248;CZ;2,26;10/06/23;;;;;;
75249;CZ;2,33;10/06/23;;;;;;
75250;CZ;2,44;10/06/23;;;;;;
75251;CZ;2,75;10/06/23;;;;;;
75252;CZ;2,95;10/06/23;;;;;;
75253;CZ;3,17;10/06/23;;;;;;
75254;CZ;3,4;10/06/23;;;;;;
75255;CZ;3,6;10/06/23;;;;;;
75256;CZ;2,03;10/06/23;;;;;;
75257;CZ;2,11;10/06/23;;;;;;
75258;CZ;2,15;10/06/23;;;;;;
75259;CZ;2,5;10/06/23;;;;;;
75260;CZ;2,66;10/06/23;;;;;;
75261;CZ;2,75;10/06/23;;;;;;
75262;CZ;2,88;10/06/23;;;;;;
75263;CZ;3,2;10/06/23;;;;;;
75264;CZ;3,44;10/06/23;;;;;;
77197;CZ;2,82;10/06/23;;;;;;
77198;CZ;3,92;10/06/23;;;;;;
77199;CZ;4,17;10/06/23;;;;;;
77200;CZ;3,09;10/06/23;;;;;;
77201;CZ;3,34;10/06/23;;;;;;
77202;CZ;3,55;10/06/23;;;;;;
77203;CZ;3,79;10/06/23;;;;;;
77204;CZ;4,24;10/06/23;;;;;;
77205;CZ;4,45;10/06/23;;;;;;
70315;CZ;9,31;10/06/23;;;;;;
70316;CZ;9,71;10/06/23;;;;;;
70317;CZ;20,2;10/06/23;;;;;;
74920;CZ;1,88;10/06/23;;;;;;
74921;CZ;1,94;10/06/23;;;;;;
74922;CZ;2,98;10/06/23;;;;;;
63813;Pz;0,083;10/06/23;;;;;;
63814;Pz;0,087;10/06/23;;;;;;
63815;Pz;0,191;10/06/23;;;;;;
88066;Pz;0,063;10/06/23;;;;;;
88067;Pz;0,073;10/06/23;;;;;;
88068;Pz;0,116;10/06/23;;;;;;
88069;Pz;0,117;10/06/23;;;;;;
88070;Pz;0,109;10/06/23;;;;;;
9379;Pz;1,28;10/06/23;;;;;;
9380;Pz;1,33;10/06/23;;;;;;
9382;Pz;1,9;10/06/23;;;;;;
9386;Pz;1,33;10/06/23;;;;;;
9388;Pz;1,67;10/06/23;;;;;;
9389;Pz;1,71;10/06/23;;;;;;
9391;Pz;2,12;10/06/23;;;;;;
9394;Pz;2,99;10/06/23;;;;;;
9395;Pz;1,47;10/06/23;;;;;;
9396;Pz;1,55;10/06/23;;;;;;
91913;Pz;1,83;10/06/23;;;;;;
91921;Pz;3,83;10/06/23;;;;;;
91932;Pz;2,01;10/06/23;;;;;;
91935;Pz;1,64;10/06/23;;;;;;
80794;Pz;5,04;10/06/23;;;;;;
47844;Pz;1,55;10/06/23;;;;;;
16921;Pz;3,6;10/06/23;;;;;;
16923;Pz;3,81;10/06/23;;;;;;
51365;Pz;8,27;10/06/23;;;;;;
4813;Pz;1,59;10/06/23;;;;;;
4814;Pz;1,46;10/06/23;;;;;;
60366;Pz;2,64;10/06/23;;;;;;
82198;Pz;8,96;10/06/23;;;;;;
82199;Pz;12;10/06/23;;;;;;
4807;Pz;1,38;10/06/23;;;;;;
82727;Pz;1,75;10/06/23;;;;;;
16932;Pz;1,13;10/06/23;;;;;;
16933;Pz;0,76;10/06/23;;;;;;
36482;Pz;1,5;10/06/23;;;;;;
36483;Pz;1,75;10/06/23;;;;;;
9378;Pz;4,58;10/06/23;;;;;;
94177;Pz;1,38;10/06/23;;;;;;
4815;Pz;2,04;10/06/23;;;;;;
1947;Pz;15,1;10/06/23;;;;;;
1948;Pz;16,8;10/06/23;;;;;;
1949;Pz;17,4;10/06/23;;;;;;
1950;Pz;23,3;10/06/23;;;;;;
1951;Pz;6,48;10/06/23;;;;;;
1952;Pz;7,12;10/06/23;;;;;;
1953;Pz;7,68;10/06/23;;;;;;
1954;Pz;11,2;10/06/23;;;;;;
1958;Pz;16,6;10/06/23;;;;;;
1959;Pz;19,3;10/06/23;;;;;;
1960;Pz;23,2;10/06/23;;;;;;
1961;Pz;24,6;10/06/23;;;;;;
1962;Pz;28,7;10/06/23;;;;;;
1964;CZ;1,66;10/06/23;;;;;;
1965;CZ;1,79;10/06/23;;;;;;
1966;CZ;1,88;10/06/23;;;;;;
1967;CZ;2,12;10/06/23;;;;;;
1971;Pz;1,32;10/06/23;;;;;;
1972;Pz;1,61;10/06/23;;;;;;
1973;Pz;1,77;10/06/23;;;;;;
1974;Pz;2,68;10/06/23;;;;;;
1975;CZ;2,61;10/06/23;;;;;;
1976;CZ;2,87;10/06/23;;;;;;
1977;CZ;3,16;10/06/23;;;;;;
1978;Pz;3,15;10/06/23;;;;;;
1979;Pz;3,5;10/06/23;;;;;;
1980;Pz;3,56;10/06/23;;;;;;
1981;CZ;2,42;10/06/23;;;;;;
1982;CZ;2,9;10/06/23;;;;;;
58144;Pz;29,4;10/06/23;;;;;;
58148;Pz;31,1;10/06/23;;;;;;
58149;Pz;37,8;10/06/23;;;;;;
58150;Pz;56,5;10/06/23;;;;;;
58784;Pz;18,4;10/06/23;;;;;;
58785;Pz;20;10/06/23;;;;;;
58786;Pz;24;10/06/23;;;;;;
58790;Pz;4,01;10/06/23;;;;;;
61078;Pz;22,7;10/06/23;;;;;;
61081;CZ;2,79;10/06/23;;;;;;
61082;CZ;3,51;10/06/23;;;;;;
62540;Pz;20,1;10/06/23;;;;;;
62680;Pz;1,39;10/06/23;;;;;;
62681;Pz;1,66;10/06/23;;;;;;
62682;Pz;1,99;10/06/23;;;;;;
62683;Pz;3,37;10/06/23;;;;;;
62691;Pz;2,12;10/06/23;;;;;;
62692;Pz;3,1;10/06/23;;;;;;
62693;Pz;3,46;10/06/23;;;;;;
62694;Pz;5,46;10/06/23;;;;;;
62695;Pz;3,84;10/06/23;;;;;;
62696;Pz;4,23;10/06/23;;;;;;
62697;CZ;3,47;10/06/23;;;;;;
69298;Pz;10,3;10/06/23;;;;;;
71905;Pz;1,32;10/06/23;;;;;;
71906;Pz;2,02;10/06/23;;;;;;
71907;Pz;4,36;10/06/23;;;;;;
71908;CZ;1,67;10/06/23;;;;;;
71909;Pz;1,65;10/06/23;;;;;;
71910;Pz;2,31;10/06/23;;;;;;
79113;Pz;3,86;10/06/23;;;;;;
85204;Pz;23,8;10/06/23;;;;;;
85205;Pz;27,7;10/06/23;;;;;;
85206;Pz;16,8;10/06/23;;;;;;
86156;Pz;21,6;10/06/23;;;;;;
86157;Pz;25,2;10/06/23;;;;;;
88832;Pz;23,8;10/06/23;;;;;;
88833;Pz;27,2;10/06/23;;;;;;
88834;Pz;34;10/06/23;;;;;;
88835;Pz;23,8;10/06/23;;;;;;
88836;Pz;27,2;10/06/23;;;;;;
88837;Pz;34;10/06/23;;;;;;
3442;Pz;0,318;10/06/23;;;;;;
3443;Pz;0,209;10/06/23;;;;;;
3444;Pz;0,91;10/06/23;;;;;;
44027;Pz;0,3;10/06/23;;;;;;
44028;Pz;0,336;10/06/23;;;;;;
44029;Pz;0,367;10/06/23;;;;;;
44030;Pz;0,64;10/06/23;;;;;;
44031;Pz;0,71;10/06/23;;;;;;
44032;CZ;1,08;10/06/23;;;;;;
44033;CZ;1,14;10/06/23;;;;;;
44034;CZ;1,18;10/06/23;;;;;;
44035;CZ;1,26;10/06/23;;;;;;
44036;CZ;1,57;10/06/23;;;;;;
44037;CZ;1,69;10/06/23;;;;;;
44038;Pz;0,103;10/06/23;;;;;;
44039;Pz;0,116;10/06/23;;;;;;
44040;Pz;0,129;10/06/23;;;;;;
44041;Pz;0,148;10/06/23;;;;;;
44042;Pz;0,188;10/06/23;;;;;;
44043;Pz;0,6;10/06/23;;;;;;
44044;Pz;0,92;10/06/23;;;;;;
44045;Pz;1,18;10/06/23;;;;;;
44046;Pz;2,13;10/06/23;;;;;;
44047;Pz;2,25;10/06/23;;;;;;
44048;Pz;0,329;10/06/23;;;;;;
44049;Pz;0,408;10/06/23;;;;;;
44050;Pz;0,499;10/06/23;;;;;;
44051;Pz;0,72;10/06/23;;;;;;
44052;Pz;0,95;10/06/23;;;;;;
48595;Pz;0,409;10/06/23;;;;;;
71254;Pz;3,99;10/06/23;;;;;;
73968;CZ;1,32;10/06/23;;;;;;
80893;CZ;4,64;10/06/23;;;;;;
59892;Pz;57,4;10/06/23;;;;;;
59893;Pz;66,2;10/06/23;;;;;;
59894;Pz;74,4;10/06/23;;;;;;
59895;CZ;4,35;10/06/23;;;;;;
59896;CZ;4,35;10/06/23;;;;;;
59897;CZ;4,35;10/06/23;;;;;;
59898;Pz;2,21;10/06/23;;;;;;
59899;Pz;2,21;10/06/23;;;;;;
59900;Pz;3,01;10/06/23;;;;;;
59901;Pz;3,35;10/06/23;;;;;;
59902;Pz;4,35;10/06/23;;;;;;
60174;Pz;6,02;10/06/23;;;;;;
60175;Pz;6,35;10/06/23;;;;;;
60176;Pz;6,69;10/06/23;;;;;;
58943;Pz;13,5;10/06/23;;;;;;
58944;Pz;16,2;10/06/23;;;;;;
58945;Pz;19,1;10/06/23;;;;;;
58946;Pz;23,2;10/06/23;;;;;;
58947;Pz;28,2;10/06/23;;;;;;
58952;Pz;50,7;10/06/23;;;;;;
58953;Pz;57,6;10/06/23;;;;;;
58954;Pz;64,9;10/06/23;;;;;;
60983;Pz;9,66;10/06/23;;;;;;
60984;Pz;10,9;10/06/23;;;;;;
62623;Pz;17,7;10/06/23;;;;;;
62624;Pz;20,9;10/06/23;;;;;;
62625;Pz;24,8;10/06/23;;;;;;
62986;Pz;0,7;10/06/23;;;;;;
62987;Pz;0,7;10/06/23;;;;;;
62988;Pz;0,75;10/06/23;;;;;;
62992;Pz;1,39;10/06/23;;;;;;
62993;Pz;1,62;10/06/23;;;;;;
62994;Pz;1,79;10/06/23;;;;;;
64148;Pz;28,1;10/06/23;;;;;;
64149;Pz;33,5;10/06/23;;;;;;
64150;Pz;42;10/06/23;;;;;;
64151;Pz;52,1;10/06/23;;;;;;
79333;Pz;17,7;10/06/23;;;;;;
79334;Pz;20,9;10/06/23;;;;;;
79335;Pz;24,8;10/06/23;;;;;;
79336;Pz;28,3;10/06/23;;;;;;
79679;Pz;17;10/06/23;;;;;;
79680;Pz;19,8;10/06/23;;;;;;
79681;Pz;24,7;10/06/23;;;;;;
79682;Pz;30,4;10/06/23;;;;;;
79683;Pz;18,4;10/06/23;;;;;;
79685;Pz;30,4;10/06/23;;;;;;
79686;Pz;36,7;10/06/23;;;;;;
79687;Pz;18,4;10/06/23;;;;;;
79688;Pz;24,7;10/06/23;;;;;;
79689;Pz;30,4;10/06/23;;;;;;
79690;Pz;36,7;10/06/23;;;;;;
79691;Pz;18,4;10/06/23;;;;;;
79692;Pz;24,7;10/06/23;;;;;;
79693;Pz;30,4;10/06/23;;;;;;
79694;Pz;36,7;10/06/23;;;;;;
80733;Pz;2,31;10/06/23;;;;;;
80734;Pz;2,54;10/06/23;;;;;;
80735;Pz;2,65;10/06/23;;;;;;
80736;Pz;2,89;10/06/23;;;;;;
80737;CZ;2,83;10/06/23;;;;;;
80738;CZ;2,94;10/06/23;;;;;;
80739;CZ;3,4;10/06/23;;;;;;
80740;CZ;3,77;10/06/23;;;;;;
80741;CZ;2,89;10/06/23;;;;;;
80742;CZ;3,17;10/06/23;;;;;;
80743;CZ;3,92;10/06/23;;;;;;
80744;CZ;3,92;10/06/23;;;;;;
80745;CZ;4,2;10/06/23;;;;;;
80746;CZ;5,27;10/06/23;;;;;;
80747;CZ;3,92;10/06/23;;;;;;
80748;CZ;4,2;10/06/23;;;;;;
80749;CZ;5,27;10/06/23;;;;;;
80750;CZ;3,92;10/06/23;;;;;;
80752;CZ;5,27;10/06/23;;;;;;
80753;CZ;3,12;10/06/23;;;;;;
80754;CZ;3,4;10/06/23;;;;;;
80755;CZ;3,81;10/06/23;;;;;;
80756;CZ;4,2;10/06/23;;;;;;
97214;Pz;17,1;10/06/23;;;;;;
97215;Pz;18,2;10/06/23;;;;;;
97216;Pz;21,9;10/06/23;;;;;;
97217;Pz;24,7;10/06/23;;;;;;
97218;Pz;32;10/06/23;;;;;;
70976;Pz;7,28;10/06/23;;;;;;
70977;Pz;8,51;10/06/23;;;;;;
70978;Pz;9,61;10/06/23;;;;;;
70979;Pz;12,8;10/06/23;;;;;;
70980;Pz;16,9;10/06/23;;;;;;
70981;Pz;24,2;10/06/23;;;;;;
70986;Pz;2,39;10/06/23;;;;;;
70987;Pz;2,64;10/06/23;;;;;;
70988;Pz;2,9;10/06/23;;;;;;
70989;Pz;3,63;10/06/23;;;;;;
70990;CZ;1,73;10/06/23;;;;;;
70991;CZ;1,91;10/06/23;;;;;;
70992;CZ;2,13;10/06/23;;;;;;
70993;CZ;2,35;10/06/23;;;;;;
70994;CZ;3,01;10/06/23;;;;;;
70995;CZ;3,3;10/06/23;;;;;;
70996;Pz;1,76;10/06/23;;;;;;
70997;Pz;1,91;10/06/23;;;;;;
70998;Pz;2,02;10/06/23;;;;;;
70999;Pz;2,13;10/06/23;;;;;;
71000;Pz;3,01;10/06/23;;;;;;
71001;Pz;3,45;10/06/23;;;;;;
71002;Pz;19,3;10/06/23;;;;;;
71003;Pz;24,8;10/06/23;;;;;;
71004;Pz;2,68;10/06/23;;;;;;
71005;Pz;3,14;10/06/23;;;;;;
71006;Pz;2,5;10/06/23;;;;;;
71007;Pz;2,86;10/06/23;;;;;;
71008;Pz;2,28;10/06/23;;;;;;
71009;Pz;2,75;10/06/23;;;;;;
71011;CZ;2,73;10/06/23;;;;;;
71658;Pz;6,09;10/06/23;;;;;;
71670;Pz;2,28;10/06/23;;;;;;
71671;CZ;1,62;10/06/23;;;;;;
71672;Pz;1,65;10/06/23;;;;;;
71673;Pz;13,6;10/06/23;;;;;;
71674;Pz;16,3;10/06/23;;;;;;
71675;Pz;19,4;10/06/23;;;;;;
71676;Pz;23,2;10/06/23;;;;;;
71677;Pz;3,38;10/06/23;;;;;;
71678;Pz;3,6;10/06/23;;;;;;
71679;Pz;3,96;10/06/23;;;;;;
71680;Pz;3,85;10/06/23;;;;;;
71681;CZ;2,72;10/06/23;;;;;;
71682;CZ;3,12;10/06/23;;;;;;
71683;CZ;3,54;10/06/23;;;;;;
71684;CZ;4;10/06/23;;;;;;
71685;Pz;4,04;10/06/23;;;;;;
71686;Pz;4,44;10/06/23;;;;;;
71687;Pz;4,84;10/06/23;;;;;;
71688;Pz;4,62;10/06/23;;;;;;
71739;Pz;15,6;10/06/23;;;;;;
71740;Pz;18,4;10/06/23;;;;;;
72893;Pz;39,1;10/06/23;;;;;;
74663;Pz;7,96;10/06/23;;;;;;
74664;Pz;9,18;10/06/23;;;;;;
74665;Pz;10,3;10/06/23;;;;;;
74666;Pz;13,5;10/06/23;;;;;;
74667;Pz;7,96;10/06/23;;;;;;
74668;Pz;9,18;10/06/23;;;;;;
74669;Pz;10,3;10/06/23;;;;;;
74670;Pz;13,5;10/06/23;;;;;;
74671;Pz;8,44;10/06/23;;;;;;
74672;Pz;9,91;10/06/23;;;;;;
74673;Pz;11;10/06/23;;;;;;
74674;Pz;14,2;10/06/23;;;;;;
78181;Pz;16;10/06/23;;;;;;
78182;Pz;18,4;10/06/23;;;;;;
78183;Pz;22,5;10/06/23;;;;;;
78184;Pz;29,9;10/06/23;;;;;;
78185;Pz;34,4;10/06/23;;;;;;
79869;Pz;23,9;10/06/23;;;;;;
79871;CZ;2,12;10/06/23;;;;;;
79651;CZ;2,04;10/06/23;;;;;;
79652;CZ;2,15;10/06/23;;;;;;
79653;CZ;2,47;10/06/23;;;;;;
79654;CZ;3,44;10/06/23;;;;;;
79655;CZ;2,11;10/06/23;;;;;;
79656;CZ;2,38;10/06/23;;;;;;
79657;CZ;2,67;10/06/23;;;;;;
79658;CZ;2,87;10/06/23;;;;;;
79659;CZ;2,06;10/06/23;;;;;;
79660;CZ;2,4;10/06/23;;;;;;
79661;CZ;2,58;10/06/23;;;;;;
79662;CZ;2,15;10/06/23;;;;;;
79663;CZ;2,31;10/06/23;;;;;;
79664;CZ;2,72;10/06/23;;;;;;
79665;CZ;3,3;10/06/23;;;;;;
79666;CZ;2,24;10/06/23;;;;;;
79667;CZ;2,53;10/06/23;;;;;;
79668;CZ;2,78;10/06/23;;;;;;
79669;CZ;1,95;10/06/23;;;;;;
79670;CZ;2,1;10/06/23;;;;;;
79671;CZ;2,33;10/06/23;;;;;;
64496;Pz;4,97;10/06/23;;;;;;
75867;Pz;4,83;10/06/23;;;;;;
54246;Pz;28,8;10/06/23;;;;;;
17713;CZ;10,5;10/06/23;;;;;;
17716;Pz;1,32;10/06/23;;;;;;
71992;Pz;0,96;10/06/23;;;;;;
71993;Pz;1,19;10/06/23;;;;;;
71994;Pz;0,92;10/06/23;;;;;;
71995;Pz;1,3;10/06/23;;;;;;
81911;Pz;17,7;10/06/23;;;;;;
81912;Pz;17,7;10/06/23;;;;;;
81913;Pz;17,7;10/06/23;;;;;;
81914;Pz;13;10/06/23;;;;;;
81915;Pz;17,5;10/06/23;;;;;;
81916;Pz;17,5;10/06/23;;;;;;
81917;Pz;17,5;10/06/23;;;;;;
81918;Pz;10,2;10/06/23;;;;;;
81919;Pz;2,26;10/06/23;;;;;;
81920;Pz;2,26;10/06/23;;;;;;
81921;Pz;2,26;10/06/23;;;;;;
81922;Pz;19,6;10/06/23;;;;;;
94293;Pz;11,2;10/06/23;;;;;;
94294;Pz;27;10/06/23;;;;;;
94295;Pz;35,5;10/06/23;;;;;;
94296;Pz;29;10/06/23;;;;;;
94297;Pz;15,3;10/06/23;;;;;;
94300;Pz;2,58;10/06/23;;;;;;
97548;Pz;22,3;10/06/23;;;;;;
97549;Pz;39,4;10/06/23;;;;;;
97550;Pz;22,5;10/06/23;;;;;;
56715;Pz;10,3;10/06/23;;;;;;
56716;Pz;13,5;10/06/23;;;;;;
56718;Pz;21,3;10/06/23;;;;;;
56720;Pz;3,31;10/06/23;;;;;;
82735;Pz;11,9;10/06/23;;;;;;
98904;Pz;9,43;10/06/23;;;;;;
98905;Pz;12,7;10/06/23;;;;;;
98906;Pz;12,5;10/06/23;;;;;;
98909;Pz;19;10/06/23;;;;;;
68857;Pz;4,2;10/06/23;;;;;;
68858;Pz;4,2;10/06/23;;;;;;
68859;Pz;4,2;10/06/23;;;;;;
68860;Pz;4,2;10/06/23;;;;;;
68861;Pz;4,2;10/06/23;;;;;;
68862;Pz;4,2;10/06/23;;;;;;
83331;CZ;9,5;10/06/23;;;;;;
83332;CZ;9,5;10/06/23;;;;;;
83333;CZ;9,5;10/06/23;;;;;;
83334;CZ;9,5;10/06/23;;;;;;
87541;CZ;18,7;10/06/23;;;;;;
87542;CZ;18,7;10/06/23;;;;;;
87543;CZ;18,7;10/06/23;;;;;;
87544;CZ;22,6;10/06/23;;;;;;
87545;CZ;22,6;10/06/23;;;;;;
87546;CZ;22,6;10/06/23;;;;;;
87773;CZ;27,5;10/06/23;;;;;;
87774;CZ;27,5;10/06/23;;;;;;
87775;CZ;27,5;10/06/23;;;;;;
87776;CZ;29,2;10/06/23;;;;;;
87777;CZ;29,2;10/06/23;;;;;;
69866;Pz;5,56;10/06/23;;;;;;
69867;Pz;5,56;10/06/23;;;;;;
69868;Pz;5,56;10/06/23;;;;;;
69869;Pz;6,77;10/06/23;;;;;;
69870;Pz;6,77;10/06/23;;;;;;
69872;Pz;6,77;10/06/23;;;;;;
69873;Pz;7,22;10/06/23;;;;;;
69874;Pz;7,22;10/06/23;;;;;;
69881;Pz;3,69;10/06/23;;;;;;
69886;Pz;6,28;10/06/23;;;;;;
69889;Pz;6,28;10/06/23;;;;;;
98480;Pz;9;10/06/23;;;;;;
98483;Pz;5,17;10/06/23;;;;;;
98484;Pz;5,17;10/06/23;;;;;;
98485;Pz;5,17;10/06/23;;;;;;
98495;Pz;6,03;10/06/23;;;;;;
98496;Pz;6,03;10/06/23;;;;;;
98497;Pz;6,03;10/06/23;;;;;;
20406;Kg;4,03;10/06/23;;;;;;
20407;Kg;4,03;10/06/23;;;;;;
20408;Kg;4,03;10/06/23;;;;;;
21262;Kg;4,03;10/06/23;;;;;;
21263;Kg;4,03;10/06/23;;;;;;
14222;Pz;3,71;10/06/23;;;;;;
14224;Pz;4,37;10/06/23;;;;;;
14225;Pz;5,07;10/06/23;;;;;;
14226;Pz;5,38;10/06/23;;;;;;
14227;Pz;7,92;10/06/23;;;;;;
52220;Pz;2,91;10/06/23;;;;;;
52221;Pz;5,84;10/06/23;;;;;;
68476;Pz;9,39;10/06/23;;;;;;
68477;Pz;10,6;10/06/23;;;;;;
4096;Pz;12,7;10/06/23;;;;;;
30694;Pz;32,4;10/06/23;;;;;;
30695;Pz;50;10/06/23;;;;;;
30696;Pz;52,2;10/06/23;;;;;;
30697;Pz;55,2;10/06/23;;;;;;
30698;Pz;52,1;10/06/23;;;;;;
30699;Pz;70,1;10/06/23;;;;;;
31793;Pz;27,2;10/06/23;;;;;;
31794;Pz;28,1;10/06/23;;;;;;
32205;Pz;28,2;10/06/23;;;;;;
32206;Pz;32;10/06/23;;;;;;
41442;Pz;43,3;10/06/23;;;;;;
38889;CZ;3,54;10/06/23;;;;;;
23609;Pz;1,1;10/06/23;;;;;;
84006;Pz;1,68;10/06/23;;;;;;
